offset_hex,offset_dec,n_unique,top_values,class,best_hypothesis,evidence,counterexamples,agr_S,agr_W,agr_H,agr_chip,agr_geo,agr_chip+S,agr_chip+geo
0x000,0,26,64:292 104:137 172:133,annotated,module width W (or a divisor of the cabinet width),"single-WxH-token files: token width == byte in 175/335, == byte*2^k in 240/335",95,0.764,1.000,0.779,0.272,1.000,0.820,1.000
0x001,1,29,32:210 64:133 43:133,annotated,module height / 2,single-WxH-token files: token height == 2*byte in 248/335,87,0.925,0.731,1.000,0.253,1.000,0.939,1.000
0x002,2,2,0:785 1:434,unknown,,best key chip: agr=0.898 shuf=0.648,0,0.658,0.646,0.649,0.898,0.674,0.921,0.934
0x003,3,11,0:960 4:133 8:66,"determined-by:geo(W,H,S)","consistent within geo(W,H,S) groups",agr=0.993 shuf=0.790 G=70,9,0.960,0.928,0.931,0.788,0.993,0.973,0.994
0x004,4,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x005,5,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x006,6,2,0:1210 1:9,near-constant,~const 0x00,1210/1219,9,0.993,0.994,0.995,0.993,0.998,0.995,1.000
0x007,7,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x008,8,2,2:1216 0:3,near-constant,~const 0x02,1216/1219,3,0.998,0.998,0.998,0.998,1.000,1.000,1.000
0x009,9,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x00a,10,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x00b,11,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x00c,12,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x00d,13,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x00e,14,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x00f,15,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x010,16,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x011,17,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x012,18,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x013,19,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x014,20,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x015,21,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x016,22,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x017,23,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x018,24,5,0:1196 128:11 8:6,unknown,,best key chip+geo: agr=0.995 shuf=0.985,0,0.983,0.984,0.986,0.982,0.990,0.986,0.995
0x019,25,4,0:1207 4:7 64:4,near-constant,~const 0x00,1207/1219,12,0.991,0.990,0.991,0.990,0.991,0.992,0.994
0x01a,26,8,16:670 0:343 64:91,unknown,,best key chip+geo: agr=0.870 shuf=0.664,0,0.661,0.606,0.637,0.591,0.740,0.782,0.870
0x01b,27,2,0:1132 64:87,unknown,,best key chip+geo: agr=0.982 shuf=0.938,0,0.929,0.955,0.933,0.929,0.960,0.961,0.982
0x01c,28,5,51:1119 0:69 154:14,annotated,f32 gamma coefficient,"values [(np.float32(2.8), 1119), (np.float32(2.0), 26), (np.float32(3.0), 26), (np.float32(2.5), 17)]; 100.0% in [1,4] or 0 (2.8 is the LEDVision default)",0,0.918,0.918,0.918,0.922,0.919,0.936,0.949
0x01d,29,5,51:1119 0:69 153:14,annotated,part of field @0x01c (f32 gamma coefficient),"values [(np.float32(2.8), 1119), (np.float32(2.0), 26), (np.float32(3.0), 26), (np.float32(2.5), 17)]; 100.0% in [1,4] or 0 (2.8 is the LEDVision default)",0,0.918,0.918,0.918,0.922,0.919,0.936,0.949
0x01e,30,7,51:1119 0:26 64:26,annotated,part of field @0x01c (f32 gamma coefficient),"values [(np.float32(2.8), 1119), (np.float32(2.0), 26), (np.float32(3.0), 26), (np.float32(2.5), 17)]; 100.0% in [1,4] or 0 (2.8 is the LEDVision default)",0,0.918,0.918,0.918,0.922,0.919,0.935,0.947
0x01f,31,1,64:1219,annotated-const,part of field @0x01c (f32 gamma coefficient),"values [(np.float32(2.8), 1119), (np.float32(2.0), 26), (np.float32(3.0), 26), (np.float32(2.5), 17)]; 100.0% in [1,4] or 0 (2.8 is the LEDVision default)",0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x020,32,26,64:148 32:146 43:134,annotated,scan denominator S,== filename <N>S token in 329/334 labeled files,5,1.000,0.659,0.862,0.240,1.000,1.000,1.000
0x021,33,24,15:274 10:246 14:165,annotated,"timing, chip+scan dependent (== byte 0x4b)",equals 0x4b in 99.4%,7,0.279,0.270,0.272,0.468,0.331,0.622,0.698
0x022,34,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x023,35,6,16:604 14:283 13:267,unknown,,best key chip+S: agr=0.877 shuf=0.581,0,0.525,0.532,0.523,0.788,0.583,0.877,0.912
0x024,36,2,1:1144 8:75,unknown,,best key chip+geo: agr=0.979 shuf=0.948,0,0.938,0.952,0.938,0.938,0.953,0.964,0.979
0x025,37,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x026,38,39,125:237 0:108 138:88,unknown,,best key chip+geo: agr=0.683 shuf=0.399,0,0.225,0.237,0.227,0.293,0.290,0.579,0.683
0x027,39,3,0:1044 1:173 2:2,unknown,,best key chip+geo: agr=0.938 shuf=0.882,0,0.858,0.859,0.861,0.866,0.864,0.914,0.938
0x028,40,4,255:1214 227:3 212:1,near-constant,~const 0xff,1214/1219,5,0.996,0.996,0.996,0.996,0.996,0.997,0.997
0x029,41,4,255:1214 227:3 209:1,near-constant,~const 0xff,1214/1219,5,0.996,0.996,0.996,0.996,0.996,0.997,0.997
0x02a,42,4,255:1214 227:3 207:1,near-constant,~const 0xff,1214/1219,5,0.996,0.996,0.996,0.996,0.996,0.997,0.997
0x02b,43,1,3:1219,constant,const 0x03,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x02c,44,3,2:1152 0:61 1:6,unknown,,best key chip+geo: agr=0.961 shuf=0.950,0,0.948,0.948,0.948,0.946,0.949,0.957,0.961
0x02d,45,3,1:1210 0:7 2:2,near-constant,~const 0x01,1210/1219,9,0.993,0.993,0.993,0.993,0.993,0.996,0.997
0x02e,46,3,0:1151 2:65 1:3,unknown,,best key chip+geo: agr=0.960 shuf=0.949,0,0.947,0.947,0.947,0.945,0.948,0.956,0.960
0x02f,47,4,1:1031 0:179 255:7,unknown,,best key chip+geo: agr=0.928 shuf=0.868,0,0.852,0.858,0.852,0.856,0.869,0.900,0.928
0x030,48,1,50:1219,constant,const 0x32,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x031,49,1,20:1219,constant,const 0x14,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x032,50,37,43:956 230:55 208:47,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.951 shuf=0.797 G=254,60,0.788,0.793,0.792,0.929,0.806,0.951,0.966
0x033,51,34,43:956 230:55 208:50,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.952 shuf=0.797 G=254,58,0.788,0.793,0.793,0.931,0.806,0.952,0.966
0x034,52,35,43:956 230:55 208:52,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.952 shuf=0.797 G=254,58,0.788,0.793,0.793,0.932,0.806,0.952,0.966
0x035,53,1,43:1219,constant,const 0x2b,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x036,54,33,229:186 253:153 187:85,annotated,chip id low byte (with 0x204 high),33 distinct chip ids in corpus,0,0.198,0.194,0.192,1.000,0.249,1.000,1.000
0x037,55,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x038,56,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x039,57,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x03a,58,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x03b,59,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x03c,60,4,0:1133 3:36 2:31,determined-by:chip+geo,consistent within chip+geo groups,agr=0.989 shuf=0.938 G=375,13,0.934,0.938,0.966,0.929,0.977,0.947,0.989
0x03d,61,4,242:1186 114:18 2:10,unknown,,best key chip+geo: agr=0.983 shuf=0.978,0,0.974,0.973,0.973,0.973,0.975,0.979,0.983
0x03e,62,7,0:961 17:166 37:45,unknown,,"best key geo(W,H,S): agr=0.917 shuf=0.793",0,0.871,0.806,0.892,0.790,0.917,0.889,0.942
0x03f,63,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x040,64,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x041,65,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x042,66,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x043,67,5,0:1202 2:5 28:5,unknown,,best key chip+geo: agr=0.993 shuf=0.987,0,0.989,0.989,0.989,0.986,0.989,0.990,0.993
0x044,68,3,0:748 1:470 5:1,unknown,,"best key geo(W,H,S): agr=0.782 shuf=0.625",0,0.722,0.710,0.723,0.650,0.782,0.816,0.875
0x045,69,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x046,70,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x047,71,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x048,72,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x049,73,14,7:437 5:293 4:158,unknown,,best key chip+S: agr=0.699 shuf=0.468,0,0.398,0.391,0.394,0.558,0.453,0.699,0.764
0x04a,74,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x04b,75,24,15:274 10:246 14:165,annotated,"timing, chip+scan dependent (== byte 0x21)",equals 0x21 in 99.4%,7,0.279,0.270,0.272,0.471,0.331,0.621,0.697
0x04c,76,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x04d,77,2,0:1216 1:3,near-constant,~const 0x00,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x04e,78,2,0:1211 1:8,near-constant,~const 0x00,1211/1219,8,0.993,0.993,0.993,0.993,0.994,0.995,0.995
0x04f,79,1,1:1219,constant,const 0x01,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x050,80,19,0:227 1:209 5:100,unknown,,best key chip+geo: agr=0.623 shuf=0.423,0,0.276,0.266,0.281,0.371,0.342,0.546,0.623
0x051,81,4,0:972 3:215 7:22,unknown,,best key chip+S: agr=0.920 shuf=0.816,0,0.800,0.801,0.801,0.901,0.811,0.920,0.938
0x052,82,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x053,83,1,0:1219,annotated-const,f32 = 60.0 (frame rate?),exactly 60.0 in 1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x054,84,1,0:1219,annotated-const,part of field @0x053 (f32 = 60.0 (frame rate?)),exactly 60.0 in 1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x055,85,1,112:1219,annotated-const,part of field @0x053 (f32 = 60.0 (frame rate?)),exactly 60.0 in 1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x056,86,1,66:1219,annotated-const,part of field @0x053 (f32 = 60.0 (frame rate?)),exactly 60.0 in 1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x057,87,15,16:823 0:297 128:62,annotated,paired with 0x58 (per-channel value?),equals 0x58 in 97.6%; common values 16/0/128,0,0.724,0.712,0.710,0.700,0.784,0.834,0.897
0x058,88,16,16:818 0:297 128:64,annotated,paired with 0x57,equals 0x57 in 97.6%,0,0.724,0.712,0.710,0.696,0.784,0.834,0.897
0x059,89,2,0:1184 16:35,unknown,,best key chip+S: agr=0.980 shuf=0.973,0,0.974,0.974,0.974,0.972,0.974,0.980,0.980
0x05a,90,16,0:1011 16:108 8:47,annotated,16-entry row-order map,permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.879,0.847,0.889,0.830,0.929,0.895,0.947
0x05b,91,16,1:992 0:111 9:28,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.873,0.833,0.885,0.815,0.934,0.896,0.956
0x05c,92,20,2:976 17:82 0:44,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.855,0.815,0.865,0.802,0.920,0.883,0.946
0x05d,93,19,3:958 1:144 255:51,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.875,0.826,0.887,0.788,0.942,0.900,0.963
0x05e,94,22,4:953 18:98 255:33,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.846,0.811,0.855,0.783,0.908,0.870,0.936
0x05f,95,23,5:955 2:106 255:48,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.853,0.814,0.861,0.785,0.916,0.877,0.946
0x060,96,21,6:954 19:84 255:39,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.838,0.808,0.845,0.785,0.898,0.869,0.936
0x061,97,20,7:949 3:134 255:71,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.860,0.818,0.870,0.781,0.925,0.890,0.955
0x062,98,23,8:945 20:98 255:48,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.839,0.804,0.847,0.778,0.902,0.867,0.934
0x063,99,25,9:948 4:98 255:63,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.842,0.808,0.850,0.780,0.906,0.869,0.937
0x064,100,24,10:944 21:82 255:49,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.833,0.800,0.842,0.777,0.897,0.864,0.934
0x065,101,22,11:944 5:129 255:81,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.850,0.814,0.860,0.777,0.917,0.881,0.947
0x066,102,19,12:938 22:96 255:90,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.833,0.801,0.849,0.773,0.905,0.870,0.934
0x067,103,24,13:940 255:105 6:96,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.834,0.804,0.850,0.774,0.910,0.869,0.938
0x068,104,21,14:936 255:93 23:82,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.828,0.796,0.846,0.771,0.901,0.869,0.934
0x069,105,17,15:937 255:124 7:119,annotated,part of field @0x05a (16-entry row-order map),permutation of 0..15 in 79.8%; other files hold row indices from wider ranges (89.7% all < 128),246,0.842,0.811,0.861,0.772,0.921,0.880,0.947
0x06a,106,2,128:1201 0:18,unknown,,best key chip+S: agr=0.998 shuf=0.986,0,0.985,0.985,0.985,0.985,0.985,0.998,0.998
0x06b,107,19,15:881 10:55 8:42,unknown,,best key chip+geo: agr=0.907 shuf=0.761,0,0.724,0.724,0.724,0.769,0.734,0.878,0.907
0x06c,108,64,0:858 255:29 29:28,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.954 shuf=0.724 G=254,56,0.705,0.705,0.705,0.813,0.714,0.954,0.959
0x06d,109,45,0:801 185:75 252:42,unknown,,best key chip+S: agr=0.907 shuf=0.685,0,0.658,0.659,0.658,0.846,0.667,0.907,0.923
0x06e,110,69,0:857 29:28 255:28,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.951 shuf=0.724 G=254,60,0.704,0.705,0.704,0.808,0.713,0.951,0.957
0x06f,111,39,0:801 185:76 184:60,unknown,,best key chip+S: agr=0.911 shuf=0.686,0,0.658,0.659,0.658,0.858,0.667,0.911,0.926
0x070,112,66,0:857 29:28 255:28,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.951 shuf=0.724 G=254,60,0.704,0.705,0.704,0.808,0.713,0.951,0.957
0x071,113,42,0:802 185:76 184:59,unknown,,best key chip+S: agr=0.908 shuf=0.687,0,0.659,0.660,0.659,0.852,0.668,0.908,0.924
0x072,114,38,0:1077 255:29 127:14,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.968 shuf=0.893 G=254,39,0.884,0.885,0.884,0.931,0.886,0.968,0.974
0x073,115,35,0:862 3:160 155:49,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.957 shuf=0.731 G=254,52,0.708,0.709,0.708,0.938,0.719,0.957,0.961
0x074,116,41,0:1028 243:29 16:28,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.962 shuf=0.854 G=254,46,0.844,0.845,0.844,0.923,0.847,0.962,0.968
0x075,117,34,0:860 3:158 154:38,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.959 shuf=0.729 G=254,50,0.706,0.707,0.706,0.933,0.717,0.959,0.965
0x076,118,38,0:1032 223:31 16:28,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.968 shuf=0.857 G=254,39,0.847,0.848,0.847,0.925,0.851,0.968,0.972
0x077,119,34,0:860 3:178 154:34,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.961 shuf=0.730 G=254,48,0.706,0.707,0.706,0.934,0.717,0.961,0.967
0x078,120,35,0:936 16:79 64:45,unknown,,best key chip+geo: agr=0.933 shuf=0.799,0,0.769,0.769,0.769,0.893,0.776,0.911,0.933
0x079,121,24,0:958 163:110 7:57,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.954 shuf=0.801 G=254,56,0.787,0.788,0.787,0.932,0.796,0.954,0.961
0x07a,122,16,16:1004 24:114 255:39,likely-determined-by:chip+geo,consistent within chip+geo groups,agr=0.955 shuf=0.852 G=375,55,0.865,0.861,0.875,0.825,0.928,0.887,0.955
0x07b,123,19,17:1006 8:84 255:46,unknown,,best key chip+geo: agr=0.945 shuf=0.853,0,0.856,0.851,0.868,0.827,0.915,0.879,0.945
0x07c,124,20,18:1006 25:95 255:39,unknown,,best key chip+geo: agr=0.948 shuf=0.852,0,0.860,0.856,0.869,0.827,0.921,0.884,0.948
0x07d,125,17,19:1005 9:98 255:63,unknown,,best key chip+geo: agr=0.946 shuf=0.853,0,0.861,0.855,0.872,0.826,0.920,0.883,0.946
0x07e,126,20,20:1005 26:114 255:40,likely-determined-by:chip+geo,consistent within chip+geo groups,agr=0.957 shuf=0.853 G=375,52,0.865,0.861,0.875,0.826,0.929,0.887,0.957
0x07f,127,20,21:1006 10:84 255:47,unknown,,best key chip+geo: agr=0.947 shuf=0.853,0,0.856,0.851,0.868,0.827,0.916,0.879,0.947
0x080,128,21,22:1004 27:94 255:41,likely-determined-by:chip+geo,consistent within chip+geo groups,agr=0.951 shuf=0.852 G=375,60,0.858,0.854,0.868,0.825,0.920,0.882,0.951
0x081,129,16,23:1005 11:98 255:65,unknown,,best key chip+geo: agr=0.948 shuf=0.853,0,0.861,0.855,0.872,0.826,0.920,0.883,0.948
0x082,130,16,24:1004 28:109 255:59,likely-determined-by:chip+geo,consistent within chip+geo groups,agr=0.957 shuf=0.852 G=375,52,0.861,0.859,0.872,0.825,0.926,0.888,0.957
0x083,131,18,25:1006 12:84 255:66,unknown,,best key chip+geo: agr=0.947 shuf=0.853,0,0.856,0.849,0.869,0.827,0.913,0.883,0.947
0x084,132,16,26:1004 29:93 255:59,likely-determined-by:chip+geo,consistent within chip+geo groups,agr=0.952 shuf=0.852 G=375,59,0.858,0.852,0.869,0.825,0.918,0.884,0.952
0x085,133,13,27:1004 13:93 255:80,unknown,,best key chip+geo: agr=0.949 shuf=0.852,0,0.858,0.854,0.869,0.825,0.919,0.884,0.949
0x086,134,13,28:1001 30:110 255:73,likely-determined-by:chip+geo,consistent within chip+geo groups,agr=0.957 shuf=0.851 G=375,52,0.860,0.857,0.872,0.824,0.927,0.892,0.957
0x087,135,14,29:1003 14:84 255:80,unknown,,best key chip+geo: agr=0.947 shuf=0.852,0,0.854,0.847,0.870,0.826,0.914,0.885,0.947
0x088,136,14,30:1002 31:93 255:73,likely-determined-by:chip+geo,consistent within chip+geo groups,agr=0.952 shuf=0.851 G=375,59,0.856,0.852,0.870,0.824,0.919,0.887,0.952
0x089,137,11,31:1006 15:93 255:93,unknown,,best key chip+geo: agr=0.949 shuf=0.855,0,0.856,0.856,0.870,0.828,0.920,0.888,0.949
0x08a,138,4,32:1216 21:1 37:1,near-constant,~const 0x20,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x08b,139,4,33:1216 0:1 38:1,near-constant,~const 0x21,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x08c,140,4,34:1216 0:1 39:1,near-constant,~const 0x22,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x08d,141,3,35:1216 255:2 5:1,near-constant,~const 0x23,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x08e,142,3,36:1216 255:2 54:1,near-constant,~const 0x24,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x08f,143,3,37:1216 255:2 38:1,near-constant,~const 0x25,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x090,144,3,38:1216 255:2 55:1,near-constant,~const 0x26,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x091,145,3,39:1216 255:2 0:1,near-constant,~const 0x27,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x092,146,3,40:1216 255:2 0:1,near-constant,~const 0x28,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
